Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Liquidity_State,Leverage_State,Efficiency_State,Size_State,Profitability_State
TCM,Dệt may Thành Công,HOSE,Hàng Tiêu dùng,2023,-0.150811850215034,-0.0109199207577528,-0.0093450993082589,0.1373938205109293,-0.0327367471108197,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TCM,Dệt may Thành Công,HOSE,Hàng Tiêu dùng,2024,-0.180071228639274,-0.0732452309224565,-0.1715512364400877,0.2140982304024095,0.2057907812376599,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TCO,Vận tải Duyên Hải,HOSE,Công nghiệp,2020,2.6459847824173788,-0.5064432850936917,,-1.2323906542213154,0.1138096449174159,Cao,Thấp,Không xác định,Thấp,Trung bình
TCO,Vận tải Duyên Hải,HOSE,Công nghiệp,2021,0.1690407300334283,-0.4232152241730692,-0.2285444818352593,-0.9816884122275626,0.5057971095365396,Trung bình,Trung bình,Trung bình,Thấp,Cao
TCO,Vận tải Duyên Hải,HOSE,Công nghiệp,2022,2.1346264708459315,-0.4277055809185794,3.17203478785096,-0.5531403714402101,0.3165981257852668,Cao,Trung bình,Cao,Thấp,Trung bình
TCO,TCO Holdings,HOSE,Công nghiệp,2023,-0.4563813911155756,0.730138532003395,-0.5506047066637327,-1.2809955162039472,-0.114094205961706,Trung bình,Cao,Thấp,Thấp,Trung bình
TCO,TCO Holdings,HOSE,Công nghiệp,2024,-0.5558526424604758,1.0604940308860122,0.58453174584743,0.4085551198614516,-0.2613130962335409,Thấp,Cao,Cao,Trung bình,Trung bình
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2020,-0.4567857128840096,-0.0742462015126425,,-0.1610875407687129,-0.6833013725928437,Trung bình,Trung bình,Không xác định,Trung bình,Thấp
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2021,-0.3149388312322904,-0.0350061953665908,0.0476300068159857,-0.2015810649763337,-0.5964559724511863,Trung bình,Trung bình,Trung bình,Trung bình,Thấp
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2022,-0.4102215999419059,0.0095888285630078,0.0947016732470535,-0.2378171804887889,-0.3800377330876174,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2023,-0.4178784297312657,-4.823228736880033,0.1127809447968891,-0.2897565126566827,-0.810786013447495,Trung bình,Thấp,Trung bình,Trung bình,Thấp
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2024,-0.6021544343132429,0.1185136195330151,0.0314609872975018,-0.2885476415646237,-1.1454994601869792,Thấp,Trung bình,Trung bình,Trung bình,Thấp
TCT,Cáp treo Tây Ninh,HOSE,Dịch vụ Tiêu dùng,2020,1.1911773893766666,-0.4399379642021126,,-1.2499481852428689,-0.0095149669707928,Cao,Trung bình,Không xác định,Thấp,Trung bình
TCT,Cáp treo Tây Ninh,HOSE,Dịch vụ Tiêu dùng,2021,2.9599790346966657,-0.2720602972565275,-0.3574425284230766,-1.3024895409913304,0.0748653635301397,Cao,Trung bình,Trung bình,Thấp,Trung bình
TCT,Cáp treo Tây Ninh,HOSE,Dịch vụ Tiêu dùng,2022,0.7932318830629924,-0.237700278826127,-0.3648937981535837,-1.2116369671577294,0.2437328625267228,Cao,Trung bình,Trung bình,Thấp,Trung bình
TCT,Cáp treo Tây Ninh,HOSE,Dịch vụ Tiêu dùng,2023,0.4451908375185127,-0.2007764800397703,-0.3371201651927843,-1.2963816988090473,0.4620234471169639,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TCT,Cáp treo Tây Ninh,HOSE,Dịch vụ Tiêu dùng,2024,2.250139333937034,-0.2233634859910424,-0.3978111175712245,-1.4344678515662246,0.4240620753150845,Cao,Trung bình,Trung bình,Thấp,Trung bình
TDC,Becamex TDC,HOSE,Tài chính,2020,-0.6471170466769487,0.6854427045893434,,0.2049200587565128,-0.0553875154191751,Thấp,Cao,Không xác định,Trung bình,Trung bình
TDC,Becamex TDC,HOSE,Tài chính,2021,-0.7244711479618294,0.3839863063699144,0.0567905587010742,0.057498616770167,-0.2498787552431422,Thấp,Trung bình,Trung bình,Trung bình,Trung bình
TDC,Becamex TDC,HOSE,Tài chính,2022,-0.5061090989000562,0.1258269043006867,0.6735814394134595,0.0595046486077431,-0.1662066810630199,Thấp,Trung bình,Cao,Trung bình,Trung bình
TDC,Becamex TDC,HOSE,Tài chính,2023,-0.2785759787509999,0.6589928183212762,-0.3243374736627323,-0.441894844072509,-3.500977673731702,Trung bình,Cao,Trung bình,Trung bình,Thấp
TDC,Becamex TDC,HOSE,Tài chính,2024,-0.2173761916051684,0.3102724711188413,0.1036302487437299,-0.0760851000914638,0.7064660615406128,Trung bình,Trung bình,Trung bình,Trung bình,Cao
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2020,-0.4626906868652781,-0.3117786213901446,,-0.7067415841358726,-0.8082618700331868,Trung bình,Trung bình,Không xác định,Thấp,Thấp
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2021,-0.6273094653004557,2.5194559975558914,1.7913322383791637,-0.4829414283492966,-0.7829185243787954,Thấp,Cao,Cao,Trung bình,Thấp
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2022,-0.6594438862225184,-0.1347192178395826,1.480026847408532,-0.5865979492973101,-0.9301994974522888,Thấp,Trung bình,Cao,Thấp,Thấp
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2023,-0.7321001869729664,0.0346176145972094,1.6161354942190287,-0.5301661533985423,-0.9591082522324224,Thấp,Trung bình,Cao,Thấp,Thấp
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2024,-0.5316337785468157,-0.0139077146863077,1.4639117793878624,-0.387484716299396,-0.539465291278902,Thấp,Trung bình,Cao,Trung bình,Thấp
TDH,Thủ Đức House,HOSE,Tài chính,2020,-0.2889945921817292,-0.1280683189106754,,0.2555098047942893,-1.058528244314362,Trung bình,Trung bình,Không xác định,Trung bình,Thấp
TDH,Thủ Đức House,HOSE,Tài chính,2021,-0.6181532028795163,0.05911873202042,0.0076981614471814,-0.6683315754475051,-6.959385078782934,Thấp,Trung bình,Trung bình,Thấp,Thấp
TDH,Thủ Đức House,HOSE,Tài chính,2022,-0.4881552893568612,0.8440063966479605,-0.0325737956381658,-1.0306869104797542,-0.2141518639465172,Trung bình,Cao,Trung bình,Thấp,Trung bình
TDH,Thủ Đức House,HOSE,Tài chính,2023,-0.247401019223379,0.295408984286886,0.425927903999064,-1.0127625338835886,-1.589826310023705,Trung bình,Trung bình,Trung bình,Thấp,Thấp
TDH,Thủ Đức House,HOSE,Tài chính,2024,-0.2180706499427251,1.701638776543387,-0.0813688847234388,-1.4848465652581284,-5.354685646313598,Trung bình,Cao,Trung bình,Thấp,Thấp
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2020,-0.5642682966617186,-0.3223294804793173,,-0.3455044765375729,0.5363857198282717,Thấp,Trung bình,Không xác định,Trung bình,Cao
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2021,-0.4581196671866669,-0.6218490232571093,-0.3357410446126898,-0.3921672419626638,1.3731767986766172,Trung bình,Thấp,Trung bình,Trung bình,Cao
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2022,-0.5430234967975996,-0.5145829276684583,-0.2782012661644983,-0.4191154116013847,0.2481769403480515,Thấp,Thấp,Trung bình,Trung bình,Trung bình
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2023,-0.5006440752133944,-0.3104116934182471,-0.1188144234312713,-0.3683453700328273,0.7972609425310591,Thấp,Trung bình,Trung bình,Trung bình,Cao
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2024,0.1940898957832603,-0.4174883765754391,-0.2815275194892483,-0.2774104092375175,0.2810452519379792,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2020,-0.5826265465654941,0.3098571904992824,,0.2278538968005414,-0.0093301061818099,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2021,-0.3378783857143503,0.8861973848541967,-0.0121790482056739,0.4866319685873101,-0.1236428482862206,Trung bình,Cao,Trung bình,Trung bình,Trung bình
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2022,-0.3989846074744365,0.1807607051316705,-0.0005103365822721,0.5884915551685845,-0.1150627275015054,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2023,-0.4475261438258879,0.8823425119126497,0.1938903597810211,0.6843755034235559,-0.4713895011107141,Trung bình,Cao,Trung bình,Cao,Trung bình
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2024,-0.4808149889414873,0.5439511055917234,0.1530932257868057,0.6553872233442708,-0.1146825822082747,Trung bình,Cao,Trung bình,Cao,Trung bình
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2020,-0.2921463545484958,0.269075186680942,,-0.6307844553413036,0.2779112789644785,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2021,-0.1736009392639955,-0.1926487720577253,1.241632019977616,-0.7324069214252261,0.8827070433722438,Trung bình,Trung bình,Cao,Thấp,Cao
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2022,-0.0465824151221241,-0.17239353185896,0.9103314562938044,-0.692278491745176,-0.1490504848988261,Trung bình,Trung bình,Cao,Thấp,Trung bình
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2023,-0.3754507941044322,-0.0165767690737871,0.8787154191350338,-0.6605311076606573,0.2297253383485034,Trung bình,Trung bình,Cao,Thấp,Trung bình
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2024,-0.55142734299342,-0.1331780111293536,0.6390086917467452,-0.5612205806594771,0.2906333956318787,Thấp,Trung bình,Cao,Thấp,Trung bình
TEG,TECGROUP,HOSE,Tài chính,2020,-0.2088675992310182,-0.4233820478258843,,-1.207308681759499,-0.8888963651000532,Trung bình,Trung bình,Không xác định,Thấp,Thấp
TEG,TECGROUP,HOSE,Tài chính,2021,0.0918078042937107,-0.5240355554680928,-0.1231311401896518,-1.0051633642749775,-0.1563128279723379,Trung bình,Thấp,Trung bình,Thấp,Trung bình
TEG,TECGROUP,HOSE,Tài chính,2022,0.0242686481942858,-0.4169820088390335,-0.1486405866298696,-1.010562699574805,0.0975917421666792,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TEG,TECGROUP,HOSE,Tài chính,2023,-0.145094574499824,-0.5274880383481997,0.0753893603028918,-0.8044830036430484,0.4512954085859709,Trung bình,Thấp,Trung bình,Thấp,Trung bình
TEG,TECGROUP,HOSE,Tài chính,2024,0.2801132034137634,-2.9044635879012417,-0.0427353426632967,-0.7299306375681662,-0.0824048228431326,Trung bình,Thấp,Trung bình,Thấp,Trung bình
TGG,The Golden Group,HOSE,Công nghiệp,2020,0.9464222737622082,-0.5154854575515891,,-2.029362819330407,-1.599419069917583,Cao,Thấp,Không xác định,Thấp,Thấp
TGG,The Golden Group,HOSE,Công nghiệp,2021,-0.3112696910058738,-0.078254828319261,-0.078505096067874,-0.3071979455438429,0.7688526932735763,Trung bình,Trung bình,Trung bình,Trung bình,Cao
TGG,The Golden Group,HOSE,Công nghiệp,2022,-0.15820094769011,-0.3544373506566347,0.0844953465594173,-0.6989836259524667,-0.8434763978792615,Trung bình,Trung bình,Trung bình,Thấp,Thấp
THG,XD Tiền Giang,HOSE,Công nghiệp,2020,-0.4886748898708057,0.1468090154349378,,0.2200645789408071,0.7711095664197467,Trung bình,Trung bình,Không xác định,Trung bình,Cao
THG,XD Tiền Giang,HOSE,Công nghiệp,2021,-0.2491309522418066,0.3364517674592254,-3.953028569372678e-05,0.0809166973156967,0.6032636304036676,Trung bình,Trung bình,Trung bình,Trung bình,Cao
THG,XD Tiền Giang,HOSE,Công nghiệp,2022,-0.3205227385105921,0.1877910865341317,-0.0381979550640906,0.1456793256745378,0.240269438857443,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
THG,XD Tiền Giang,HOSE,Công nghiệp,2023,-0.3699375772943171,0.2286794715877999,0.0907467943972676,0.1671010017335431,0.2784006924033388,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
THG,XD Tiền Giang,HOSE,Công nghiệp,2024,-0.4688174019832019,0.2139621227416948,0.0305887048239914,0.1999614012151642,0.286696964879657,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TIP,PT KCN Tín Nghĩa,HOSE,Tài chính,2020,0.0725334495755188,-0.284861764596349,,-0.937273735210426,1.681781570160295,Trung bình,Trung bình,Không xác định,Thấp,Cao
TIP,PT KCN Tín Nghĩa,HOSE,Tài chính,2021,1.995645862849355,-0.5263637871278409,-0.0315000733923859,-1.0960771665439362,0.425334834587573,Cao,Thấp,Trung bình,Thấp,Trung bình
TIP,PT KCN Tín Nghĩa,HOSE,Tài chính,2022,3.5359195448996927,-0.4673498104344037,-0.2655037635901465,-0.8476941627014014,0.3287007209769418,Cao,Trung bình,Trung bình,Thấp,Trung bình
TIP,PT KCN Tín Nghĩa,HOSE,Tài chính,2023,1.4567373161239416,-0.5493116708097785,-0.3598242068877726,-0.8101618391753395,0.8373396103706882,Cao,Thấp,Trung bình,Thấp,Cao
TIP,PT KCN Tín Nghĩa,HOSE,Tài chính,2024,0.0897941021676209,-0.5214145532836799,-0.2342479978759126,-0.8081183822660747,0.4807036915485481,Trung bình,Thấp,Trung bình,Thấp,Trung bình
TIX,TANIMEX,HOSE,Tài chính,2020,1.2592758014738623,-0.3520091173384564,,-1.0071945761848302,0.7530428837761635,Cao,Trung bình,Không xác định,Thấp,Cao
TIX,TANIMEX,HOSE,Tài chính,2021,1.8301285108266423,-0.5024479787109914,-0.0836607182428141,-0.9991209697205063,0.5789798435184255,Cao,Thấp,Trung bình,Thấp,Cao
TIX,TANIMEX,HOSE,Tài chính,2022,0.6386541100590156,-0.3822189781162163,-0.0567738537418587,-1.0146123367510445,0.7582809091400408,Cao,Trung bình,Trung bình,Thấp,Cao
TIX,TANIMEX,HOSE,Tài chính,2023,0.0871742461141202,-0.4413535383154716,0.0259444392091702,-0.905230921459341,0.841486392592346,Trung bình,Trung bình,Trung bình,Thấp,Cao
TIX,TANIMEX,HOSE,Tài chính,2024,0.1897142037625722,-0.435693408297,,-0.9319929829052138,0.4904632301656567,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
TLD,ĐT XD và PT Đô thị Thăng Long,HOSE,Tài chính,2020,-0.1328915340915412,-0.3690327166680132,,-1.009046212691334,-0.6263484287285582,Trung bình,Trung bình,Không xác định,Thấp,Thấp
TLD,ĐT XD và PT Đô thị Thăng Long,HOSE,Tài chính,2021,-0.1377000267414614,-0.5286054037505946,0.5549521775573114,-1.104539724544019,-0.3545199123390753,Trung bình,Thấp,Cao,Thấp,Trung bình
TLD,ĐT XD và PT Đô thị Thăng Long,HOSE,Tài chính,2022,0.0932320740546472,-0.4047376218237695,0.4053032920839157,-0.8276180988542506,-0.1786595212736632,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TLD,ĐT XD và PT Đô thị Thăng Long,HOSE,Tài chính,2023,-0.1466744948953888,-0.4962450877340619,0.0961173910966322,-0.8507400230593783,-0.432987839309431,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TLD,ĐT XD và PT Đô thị Thăng Long,HOSE,Tài chính,2024,-0.0849803598813289,-0.4688040978963775,0.6209950840362397,-0.7319784940514696,0.0100336369395708,Trung bình,Trung bình,Cao,Thấp,Trung bình
TLG,Tập đoàn Thiên Long,HOSE,Hàng Tiêu dùng,2020,0.9118146329410476,-0.4312221399480485,,0.0587846565232194,0.3300747367614488,Cao,Trung bình,Không xác định,Trung bình,Trung bình
TLG,Tập đoàn Thiên Long,HOSE,Hàng Tiêu dùng,2021,0.2860626668534408,-0.507649352625829,-0.1893000276198752,0.0347875837609451,0.5177346092525402,Trung bình,Thấp,Trung bình,Trung bình,Cao
TLG,Tập đoàn Thiên Long,HOSE,Hàng Tiêu dùng,2022,0.1683894006527583,-0.3882980197453534,-0.0123286312853992,0.1023588906766614,0.5796018409128856,Trung bình,Trung bình,Trung bình,Trung bình,Cao
TLG,Tập đoàn Thiên Long,HOSE,Hàng Tiêu dùng,2023,0.0784460707396419,-0.0335664871361627,0.0778163837643163,0.0927752267226222,0.6183000826471128,Trung bình,Trung bình,Trung bình,Trung bình,Cao
TLG,Tập đoàn Thiên Long,HOSE,Hàng Tiêu dùng,2024,0.0248323016949371,-0.1786870121482839,-0.0163606903740922,0.1553198525506333,0.6659414081785577,Trung bình,Trung bình,Trung bình,Trung bình,Cao
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2020,-0.239577514278139,0.4250457959350414,,0.4754696336018337,-0.2866367405130979,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2021,-0.3400672093312815,0.0172717201154075,-0.0033483217093814,0.5434566993991277,0.5056295521557307,Trung bình,Trung bình,Trung bình,Cao,Cao
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2022,-0.3197946514404663,-0.0785404809881873,-0.0141894583029013,0.5322850782335729,-0.2620177767123379,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2023,-0.3920927086648162,-0.022575930215515,0.0897625224028229,0.6203726435366255,-0.2746337054583492,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2024,-0.4045852308823837,0.1785836349579892,0.1664995863402427,0.5419208027875382,-2.5476819822532373,Trung bình,Trung bình,Trung bình,Cao,Thấp
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2020,1.2333647720828875,-0.3982040790515891,,-0.3590691569873945,0.6042521456856271,Cao,Trung bình,Không xác định,Trung bình,Cao
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2021,0.9183858844430342,-0.5599372673990879,-0.5425029998229757,-0.2699035227718974,1.3078245447373569,Cao,Thấp,Thấp,Trung bình,Cao
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2022,0.3665930147166142,-0.4344441875141895,-0.6233237936862756,-0.182571951762929,1.6290546835301558,Trung bình,Trung bình,Thấp,Trung bình,Cao
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2023,0.5628900217326464,-0.2813617373183756,-1.494477254414608,-0.2820931501804428,1.702467200374217,Cao,Trung bình,Thấp,Trung bình,Cao
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2024,0.333528241673982,-0.3876373771778539,-1.1684150726048594,-0.3061694763711839,1.134344311818536,Trung bình,Trung bình,Thấp,Trung bình,Cao
TMS,Transimex,HOSE,Công nghiệp,2020,-0.2417729148018627,-0.2967086506578547,,0.8038615512320773,0.2133632315112012,Trung bình,Trung bình,Không xác định,Cao,Trung bình
TMS,Transimex,HOSE,Công nghiệp,2021,-0.0625521801780867,-0.2351608625472827,0.1060142316121656,1.0664046804163083,0.5128223886440487,Trung bình,Trung bình,Trung bình,Cao,Cao
TMS,Transimex,HOSE,Công nghiệp,2022,0.0472676885236665,-0.3291334722897474,-0.0866362982147982,0.8180007509677008,0.3551887938786093,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TMS,Transimex,HOSE,Công nghiệp,2023,-0.1419239184197853,-0.2352517139482034,-0.2824648221221891,0.8002120318688137,-0.338250582690351,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TMS,Transimex,HOSE,Công nghiệp,2024,-0.2755103111849104,-0.2912348973525032,-0.4205505861913325,0.8548359768031196,-0.2912883536635431,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TMT,Ô tô TMT,HOSE,Hàng Tiêu dùng,2020,-0.7191941948017977,0.2148690375945868,,-0.2096680661769497,-0.780135645806472,Thấp,Trung bình,Không xác định,Trung bình,Thấp
TMT,Ô tô TMT,HOSE,Hàng Tiêu dùng,2021,-0.4353565350494208,4.367766698712394,-0.3908438382228824,0.1050969123495189,-0.4641113963931714,Trung bình,Cao,Trung bình,Trung bình,Trung bình
TMT,Ô tô TMT,HOSE,Hàng Tiêu dùng,2022,-0.572611612173045,-0.6240110580238865,-0.0507269020261894,0.1248851653943008,-0.1437644403363102,Thấp,Thấp,Trung bình,Trung bình,Trung bình
TMT,Ô tô TMT,HOSE,Hàng Tiêu dùng,2023,-0.5515909759595502,0.2160675695861051,0.4768899826478529,-0.0992982817814814,-0.3615789268367065,Thấp,Trung bình,Trung bình,Trung bình,Trung bình
TMT,Ô tô TMT,HOSE,Hàng Tiêu dùng,2024,-0.3157328234171264,2.945542670875184,0.722654132958841,-0.3086519827837805,-3.89649102356753,Trung bình,Cao,Cao,Trung bình,Thấp
TN1,TNS Holdings,HOSE,Tài chính,2020,-0.2681319599281451,0.0763069518841095,,-0.4943928152345677,0.4186523471228942,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TN1,TNS Holdings,HOSE,Tài chính,2021,-0.2349489446624102,-0.3346952099040578,0.2410783509718546,-0.6071696813937366,0.0646396525043374,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TN1,TNS Holdings,HOSE,Tài chính,2022,0.981910486655974,0.1344214626286861,0.49304306356102,-0.5117579076227549,0.1094445030903933,Cao,Trung bình,Trung bình,Thấp,Trung bình
TN1,Rox Key Holdings,HOSE,Tài chính,2023,0.1388974150332949,-0.2026972736329176,0.6501839320617018,-0.3982175636585969,-0.0223728983922086,Trung bình,Trung bình,Cao,Trung bình,Trung bình
TN1,Rox Key Holdings,HOSE,Tài chính,2024,-0.0872812172920377,0.7589424640432569,0.4824053595018971,-0.363210202620737,0.0759318918720024,Trung bình,Cao,Trung bình,Trung bình,Trung bình
TNA,XNK Thiên Nam,HOSE,Nguyên vật liệu,2020,-0.2802851643486899,0.5830044976271382,,0.4571087157906957,-0.2926603877812306,Trung bình,Cao,Không xác định,Trung bình,Trung bình
TNA,XNK Thiên Nam,HOSE,Nguyên vật liệu,2021,-0.3347298160920333,0.8982188010369921,0.4573534220599953,0.3803488886481629,-0.884527698067974,Trung bình,Cao,Trung bình,Trung bình,Thấp
TNA,XNK Thiên Nam,HOSE,Nguyên vật liệu,2022,-0.3306472236576334,0.9680689470982664,0.2426119397729427,0.43366335936382,-0.2285590551142281,Trung bình,Cao,Trung bình,Trung bình,Trung bình
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2020,0.9972521668760356,-0.434246214155205,,-1.6253290141504022,2.356130078160991,Cao,Trung bình,Không xác định,Thấp,Cao
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2021,0.2394817323539527,-0.5022726396667381,-0.4523720680907422,-1.483783674890934,1.4798486356686047,Trung bình,Thấp,Trung bình,Thấp,Cao
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2022,0.0046161592910799,-0.4233521047167822,-0.440703479343677,-1.5629842930870954,1.3046262336572594,Trung bình,Trung bình,Trung bình,Thấp,Cao
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2023,0.4398292703747699,-0.2866975090824999,-0.0934910643022633,-1.4874837140862611,0.9804657352521774,Trung bình,Trung bình,Trung bình,Thấp,Cao
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2024,0.2502143161850421,-0.4659568052408204,-0.1839395636846535,-1.3609931178811066,0.5511749551378257,Trung bình,Trung bình,Trung bình,Thấp,Cao
TNH,Bệnh viện Quốc tế Thái Nguyên,HOSE,Dược phẩm và Y tế,2020,-0.6109114145764871,-0.2621111739132895,,-0.7160183781737774,1.047351064869117,Thấp,Trung bình,Không xác định,Thấp,Cao
TNH,Bệnh viện Quốc tế Thái Nguyên,HOSE,Dược phẩm và Y tế,2021,-0.3147219749340457,-0.2581983897118046,-0.0114275598380534,-0.5895583546105457,1.44992327373484,Trung bình,Trung bình,Trung bình,Thấp,Cao
TNH,Bệnh viện Quốc tế Thái Nguyên,HOSE,Dược phẩm và Y tế,2022,-0.7395456145775111,-0.4180927653368154,-0.3910381674096351,-0.5720863650029157,1.0323071922919749,Thấp,Trung bình,Trung bình,Thấp,Cao
TNH,Tập đoàn Bệnh viện TNH,HOSE,Dược phẩm và Y tế,2023,0.6991622892585673,-0.2676987922910956,-1.2682516350739796,-0.5560356760400493,0.4973192578022325,Cao,Trung bình,Thấp,Thấp,Trung bình
TNH,Tập đoàn Bệnh viện TNH,HOSE,Dược phẩm và Y tế,2024,-0.0162308016177828,0.025514434661275,-1.532297850224308,-0.5029032818134657,-0.5748803994774754,Trung bình,Trung bình,Thấp,Thấp,Thấp
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2020,-0.1421481466694446,-0.2122579075293219,,-0.1988957245877434,-0.5984882144035244,Trung bình,Trung bình,Không xác định,Trung bình,Thấp
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2021,-0.2634631343973495,-0.0596831525157354,0.8265669223339027,-0.1919527118494863,-1.8045304428525413,Trung bình,Trung bình,Cao,Trung bình,Thấp
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2022,-0.2652024603127821,-0.2031805644534795,0.0247571926193718,-0.3578648608743658,-0.2557196509139851,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2023,-0.3993208995769888,-0.1598573408897034,-0.2675420814843413,-0.5948504826338803,-0.2790138038117306,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2024,-0.3679365177514944,-0.2871743423716437,-0.0899905629326523,-0.4886117251904326,-0.7808843436493055,Trung bình,Trung bình,Trung bình,Trung bình,Thấp
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2020,-0.0738306891551037,-0.5780223828148596,,-2.093837776483089,-1.0336562974659558,Trung bình,Thấp,Không xác định,Thấp,Thấp
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2021,3.7674256519263327,-0.5468266227854574,1.4184161111951046,-0.7148715336010831,-0.4775869232962313,Cao,Thấp,Cao,Thấp,Trung bình
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2022,3.060656140716931,-0.6603962978415179,1.9372061188959275,-0.9918374860894354,-0.1882150787050286,Cao,Thấp,Cao,Thấp,Trung bình
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2023,2.3444332174773947,0.0008026515776422,1.3905364312333073,-0.4511079233876539,-0.1102218490273925,Cao,Trung bình,Cao,Trung bình,Trung bình
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2024,1.9953858647541665,-0.4684325455238441,1.4391911095658698,-0.6266064032445209,-0.4640253163475361,Cao,Trung bình,Cao,Thấp,Trung bình
TPB,TPBank,HOSE,Ngân hàng,2020,,-0.4141291519706481,,-0.4222830221844097,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
TPB,TPBank,HOSE,Ngân hàng,2021,,-0.3450874393313471,,-0.3054667263027639,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
TPB,TPBank,HOSE,Ngân hàng,2022,,-0.3181706812743698,,-0.2984659932908208,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
